type,array_length,time,try
simd_mul,16001000,0.0123200640,6
seq_mul_reduce,16001000,0.1211930820,6
simd_mul_reduce,16001000,0.0084872360,6
seq_mul,16001000,0.0797611810,7
simd_mul,16001000,0.0126359100,7
seq_mul_reduce,16001000,0.1209394250,7
simd_mul_reduce,16001000,0.0084992450,7
seq_mul,16001000,0.0798895610,8
simd_mul,16001000,0.0123459370,8
seq_mul_reduce,16001000,0.1207595490,8
simd_mul_reduce,16001000,0.0089003620,8
seq_mul,16001000,0.0806169820,9
simd_mul,16001000,0.0123698760,9
seq_mul_reduce,16001000,0.1205551350,9
simd_mul_reduce,16001000,0.0084633860,9
seq_mul,17001000,0.0846310390,0
simd_mul,17001000,0.0131260300,0
seq_mul_reduce,17001000,0.1282368870,0
simd_mul_reduce,17001000,0.0090378240,0
seq_mul,17001000,0.0846130390,1
simd_mul,17001000,0.0132274800,1
seq_mul_reduce,17001000,0.1282799710,1
simd_mul_reduce,17001000,0.0090835140,1
seq_mul,17001000,0.0848777810,2
simd_mul,17001000,0.0131894760,2
seq_mul_reduce,17001000,0.1281891810,2
simd_mul_reduce,17001000,0.0090199630,2
seq_mul,17001000,0.0845335250,3
simd_mul,17001000,0.0131557760,3
seq_mul_reduce,17001000,0.1281525170,3
simd_mul_reduce,17001000,0.0090200980,3
seq_mul,17001000,0.0844873300,4
simd_mul,17001000,0.0133982750,4
seq_mul_reduce,17001000,0.1281541310,4
simd_mul_reduce,17001000,0.0090216090,4
seq_mul,17001000,0.0845419120,5
simd_mul,17001000,0.0131552680,5
seq_mul_reduce,17001000,0.1283011990,5
simd_mul_reduce,17001000,0.0090158890,5
seq_mul,17001000,0.0845271370,6
simd_mul,17001000,0.0131433740,6
seq_mul_reduce,17001000,0.1283773620,6
simd_mul_reduce,17001000,0.0090243750,6
seq_mul,17001000,0.0845108190,7
simd_mul,17001000,0.0131644000,7
seq_mul_reduce,17001000,0.1283192700,7
simd_mul_reduce,17001000,0.0090618390,7
seq_mul,17001000,0.0846758680,8
simd_mul,17001000,0.0133966440,8
seq_mul_reduce,17001000,0.1284874330,8
simd_mul_reduce,17001000,0.0090218140,8
seq_mul,17001000,0.0845964940,9
simd_mul,17001000,0.0132094510,9
seq_mul_reduce,17001000,0.1284478970,9
simd_mul_reduce,17001000,0.0090274890,9
seq_mul,18001000,0.0894864560,0
simd_mul,18001000,0.0177306700,0
seq_mul_reduce,18001000,0.1360592670,0
simd_mul_reduce,18001000,0.0096103510,0
seq_mul,18001000,0.0894935370,1
simd_mul,18001000,0.0150585250,1
seq_mul_reduce,18001000,0.1358624230,1
simd_mul_reduce,18001000,0.0095859870,1
seq_mul,18001000,0.0894885990,2
simd_mul,18001000,0.0150599610,2
seq_mul_reduce,18001000,0.1360077260,2
simd_mul_reduce,18001000,0.0095519600,2
seq_mul,18001000,0.0894395020,3
simd_mul,18001000,0.0142318480,3
seq_mul_reduce,18001000,0.1359562510,3
simd_mul_reduce,18001000,0.0095576550,3
seq_mul,18001000,0.0895093920,4
simd_mul,18001000,0.0144294030,4
seq_mul_reduce,18001000,0.1360466620,4
simd_mul_reduce,18001000,0.0095388970,4
seq_mul,18001000,0.0894083990,5
simd_mul,18001000,0.0138776990,5
seq_mul_reduce,18001000,0.1358924520,5
simd_mul_reduce,18001000,0.0095396520,5
seq_mul,18001000,0.0894300800,6
simd_mul,18001000,0.0138523180,6
seq_mul_reduce,18001000,0.1360330670,6
simd_mul_reduce,18001000,0.0095252990,6
seq_mul,18001000,0.0894251180,7
simd_mul,18001000,0.0138184590,7
seq_mul_reduce,18001000,0.1358243250,7
simd_mul_reduce,18001000,0.0095583420,7
seq_mul,18001000,0.0895359620,8
simd_mul,18001000,0.0138436050,8
seq_mul_reduce,18001000,0.1363913280,8
simd_mul_reduce,18001000,0.0095342320,8
seq_mul,18001000,0.0893902100,9
simd_mul,18001000,0.0138912330,9
seq_mul_reduce,18001000,0.1358330560,9
simd_mul_reduce,18001000,0.0095238060,9
seq_mul,19001000,0.0946373140,0
simd_mul,19001000,0.0146053170,0
seq_mul_reduce,19001000,0.1435643850,0
simd_mul_reduce,19001000,0.0100993640,0
seq_mul,19001000,0.0946269590,1
simd_mul,19001000,0.0146694900,1
seq_mul_reduce,19001000,0.1433773910,1
simd_mul_reduce,19001000,0.0101855250,1
seq_mul,19001000,0.0948385620,2
simd_mul,19001000,0.0146583400,2
seq_mul_reduce,19001000,0.1435778280,2
simd_mul_reduce,19001000,0.0100707520,2
seq_mul,19001000,0.0946189390,3
simd_mul,19001000,0.0146637370,3
seq_mul_reduce,19001000,0.1437310580,3
simd_mul_reduce,19001000,0.0100561330,3
seq_mul,19001000,0.0946058290,4
simd_mul,19001000,0.0146134690,4
seq_mul_reduce,19001000,0.1435552700,4
simd_mul_reduce,19001000,0.0100699630,4
seq_mul,19001000,0.0947493850,5
simd_mul,19001000,0.0147264760,5
seq_mul_reduce,19001000,0.1438749300,5
simd_mul_reduce,19001000,0.0101657810,5
seq_mul,19001000,0.0947902860,6
simd_mul,19001000,0.0182866740,6
seq_mul_reduce,19001000,0.1433647680,6
simd_mul_reduce,19001000,0.0101441280,6
seq_mul,19001000,0.0947334270,7
simd_mul,19001000,0.0185744800,7
seq_mul_reduce,19001000,0.1433383920,7
simd_mul_reduce,19001000,0.0101439410,7
seq_mul,19001000,0.0948969040,8
simd_mul,19001000,0.0162114410,8
seq_mul_reduce,19001000,0.1433250240,8
simd_mul_reduce,19001000,0.0101042550,8
seq_mul,19001000,0.0945978380,9
simd_mul,19001000,0.0147914360,9
seq_mul_reduce,19001000,0.1434709460,9
simd_mul_reduce,19001000,0.0100614570,9
seq_mul,20001000,0.0996608550,0
simd_mul,20001000,0.0158755680,0
seq_mul_reduce,20001000,0.1508949030,0
simd_mul_reduce,20001000,0.0106142410,0
seq_mul,20001000,0.0996484820,1
simd_mul,20001000,0.0160006050,1
seq_mul_reduce,20001000,0.1510305330,1
simd_mul_reduce,20001000,0.0106260450,1
seq_mul,20001000,0.0994744500,2
simd_mul,20001000,0.0155076370,2
seq_mul_reduce,20001000,0.1508743710,2
simd_mul_reduce,20001000,0.0106091780,2
seq_mul,20001000,0.0994305010,3
simd_mul,20001000,0.0155210460,3
seq_mul_reduce,20001000,0.1517968730,3
simd_mul_reduce,20001000,0.0106878670,3
seq_mul,20001000,0.0995926050,4
simd_mul,20001000,0.0199897320,4
seq_mul_reduce,20001000,0.1508860510,4
simd_mul_reduce,20001000,0.0106820310,4
seq_mul,20001000,0.0994534600,5
simd_mul,20001000,0.0174179150,5
seq_mul_reduce,20001000,0.1510599460,5
simd_mul_reduce,20001000,0.0106037070,5
seq_mul,20001000,0.0994842080,6
simd_mul,20001000,0.0160311330,6
seq_mul_reduce,20001000,0.1508682770,6
simd_mul_reduce,20001000,0.0106062590,6
seq_mul,20001000,0.0998389240,7
simd_mul,20001000,0.0154881970,7
seq_mul_reduce,20001000,0.1508635440,7
simd_mul_reduce,20001000,0.0106216120,7
seq_mul,20001000,0.0994350360,8
simd_mul,20001000,0.0155111330,8
seq_mul_reduce,20001000,0.1508664100,8
simd_mul_reduce,20001000,0.0106299330,8
seq_mul,20001000,0.0996458890,9
simd_mul,20001000,0.0154618570,9
seq_mul_reduce,20001000,0.1508838000,9
simd_mul_reduce,20001000,0.0106371250,9
seq_mul,21001000,0.1043799270,0
simd_mul,21001000,0.0162473850,0
seq_mul_reduce,21001000,0.1587824640,0
simd_mul_reduce,21001000,0.0110688810,0
seq_mul,21001000,0.1048778280,1
simd_mul,21001000,0.0207730280,1
seq_mul_reduce,21001000,0.1584201980,1
simd_mul_reduce,21001000,0.0110710930,1
seq_mul,21001000,0.1045832090,2
simd_mul,21001000,0.0208127710,2
seq_mul_reduce,21001000,0.1585908370,2
simd_mul_reduce,21001000,0.0110775300,2
seq_mul,21001000,0.1045052340,3
simd_mul,21001000,0.0206670350,3
seq_mul_reduce,21001000,0.1586485450,3
simd_mul_reduce,21001000,0.0110692490,3
seq_mul,21001000,0.1047494720,4
simd_mul,21001000,0.0168391730,4
seq_mul_reduce,21001000,0.1584177330,4
simd_mul_reduce,21001000,0.0110693490,4
seq_mul,21001000,0.1043808520,5
simd_mul,21001000,0.0166742530,5
seq_mul_reduce,21001000,0.1586101070,5
simd_mul_reduce,21001000,0.0110889530,5
seq_mul,21001000,0.1043398970,6
simd_mul,21001000,0.0162506810,6
seq_mul_reduce,21001000,0.1584200120,6
simd_mul_reduce,21001000,0.0110717890,6
seq_mul,21001000,0.1043796950,7
simd_mul,21001000,0.0162579080,7
seq_mul_reduce,21001000,0.1588990590,7
simd_mul_reduce,21001000,0.0115140940,7
seq_mul,21001000,0.1050059730,8
simd_mul,21001000,0.0208458610,8
seq_mul_reduce,21001000,0.1584017680,8
simd_mul_reduce,21001000,0.0110626150,8
seq_mul,21001000,0.1055614610,9
simd_mul,21001000,0.0207423910,9
seq_mul_reduce,21001000,0.1584628410,9
simd_mul_reduce,21001000,0.0110634680,9
seq_mul,22001000,0.1093299830,0
simd_mul,22001000,0.0165121150,0
seq_mul_reduce,22001000,0.1659488460,0
simd_mul_reduce,22001000,0.0115481290,0
seq_mul,22001000,0.1095816090,1
simd_mul,22001000,0.0166531340,1
seq_mul_reduce,22001000,0.1659353240,1
simd_mul_reduce,22001000,0.0115437600,1
seq_mul,22001000,0.1093234770,2
simd_mul,22001000,0.0165431090,2
seq_mul_reduce,22001000,0.1661255630,2
simd_mul_reduce,22001000,0.0115272590,2
seq_mul,22001000,0.1093042500,3
simd_mul,22001000,0.0163723070,3
seq_mul_reduce,22001000,0.1659386320,3
simd_mul_reduce,22001000,0.0115219100,3
seq_mul,22001000,0.1095017050,4
simd_mul,22001000,0.0163853480,4
seq_mul_reduce,22001000,0.1667079590,4
simd_mul_reduce,22001000,0.0115871420,4
seq_mul,22001000,0.1092472920,5
simd_mul,22001000,0.0167349140,5
seq_mul_reduce,22001000,0.1675034670,5
simd_mul_reduce,22001000,0.0115556070,5
seq_mul,22001000,0.1092140840,6
simd_mul,22001000,0.0163466990,6
seq_mul_reduce,22001000,0.1659941100,6
simd_mul_reduce,22001000,0.0115513290,6
seq_mul,22001000,0.1092662450,7
simd_mul,22001000,0.0163445570,7
seq_mul_reduce,22001000,0.1662800270,7
simd_mul_reduce,22001000,0.0115488340,7
seq_mul,22001000,0.1092775330,8
simd_mul,22001000,0.0163672660,8
seq_mul_reduce,22001000,0.1660078150,8
simd_mul_reduce,22001000,0.0115509440,8
seq_mul,22001000,0.1096221100,9
simd_mul,22001000,0.0163634700,9
seq_mul_reduce,22001000,0.1659593170,9
simd_mul_reduce,22001000,0.0115433440,9
seq_mul,23001000,0.1140261450,0
simd_mul,23001000,0.0179834180,0
seq_mul_reduce,23001000,0.1737462390,0
simd_mul_reduce,23001000,0.0121991370,0
seq_mul,23001000,0.1145694240,1
simd_mul,23001000,0.0227123010,1
seq_mul_reduce,23001000,0.1735314840,1
simd_mul_reduce,23001000,0.0122983320,1
seq_mul,23001000,0.1141744020,2
simd_mul,23001000,0.0204888040,2
seq_mul_reduce,23001000,0.1734959790,2
simd_mul_reduce,23001000,0.0122847780,2
seq_mul,23001000,0.1142798710,3
simd_mul,23001000,0.0230760420,3
seq_mul_reduce,23001000,0.1737939810,3
simd_mul_reduce,23001000,0.0123317450,3
seq_mul,23001000,0.1141735140,4
simd_mul,23001000,0.0199290840,4
seq_mul_reduce,23001000,0.1739667520,4
simd_mul_reduce,23001000,0.0122920570,4
seq_mul,23001000,0.1143489700,5
simd_mul,23001000,0.0195557520,5
seq_mul_reduce,23001000,0.1737800210,5
simd_mul_reduce,23001000,0.0122685390,5
seq_mul,23001000,0.1141874470,6
simd_mul,23001000,0.0179396590,6
seq_mul_reduce,23001000,0.1735345000,6
simd_mul_reduce,23001000,0.0121959760,6
seq_mul,23001000,0.1142645580,7
simd_mul,23001000,0.0179445890,7
seq_mul_reduce,23001000,0.1741127350,7
simd_mul_reduce,23001000,0.0122863330,7
seq_mul,23001000,0.1159310680,8
simd_mul,23001000,0.0233972260,8
seq_mul_reduce,23001000,0.1737422690,8
simd_mul_reduce,23001000,0.0122648250,8
seq_mul,23001000,0.1140446770,9
simd_mul,23001000,0.0184331460,9
seq_mul_reduce,23001000,0.1735183460,9
simd_mul_reduce,23001000,0.0122138940,9
seq_mul,24001000,0.1193777370,0
simd_mul,24001000,0.0187112280,0
seq_mul_reduce,24001000,0.1821881140,0
simd_mul_reduce,24001000,0.0128633620,0
seq_mul,24001000,0.1202314820,1
simd_mul,24001000,0.0232220470,1
seq_mul_reduce,24001000,0.1829217470,1
simd_mul_reduce,24001000,0.0128600870,1
seq_mul,24001000,0.1192581050,2
simd_mul,24001000,0.0185629010,2
seq_mul_reduce,24001000,0.1810424450,2
simd_mul_reduce,24001000,0.0127350970,2
seq_mul,24001000,0.1194202040,3
simd_mul,24001000,0.0185617940,3
seq_mul_reduce,24001000,0.1816582520,3
simd_mul_reduce,24001000,0.0128120870,3
seq_mul,24001000,0.1198138620,4
simd_mul,24001000,0.0234505350,4
seq_mul_reduce,24001000,0.1812129420,4
simd_mul_reduce,24001000,0.0128239980,4
seq_mul,24001000,0.1192876570,5
simd_mul,24001000,0.0232856570,5
seq_mul_reduce,24001000,0.1810340650,5
simd_mul_reduce,24001000,0.0128228480,5
seq_mul,24001000,0.1193321960,6
simd_mul,24001000,0.0207783880,6
seq_mul_reduce,24001000,0.1811787290,6
simd_mul_reduce,24001000,0.0127455980,6
seq_mul,24001000,0.1191257170,7
simd_mul,24001000,0.0191804750,7
seq_mul_reduce,24001000,0.1812514810,7
simd_mul_reduce,24001000,0.0127414700,7
seq_mul,24001000,0.1190837430,8
simd_mul,24001000,0.0186041050,8
seq_mul_reduce,24001000,0.1810565540,8
simd_mul_reduce,24001000,0.0127503600,8
seq_mul,24001000,0.1193393100,9
simd_mul,24001000,0.0186032000,9
seq_mul_reduce,24001000,0.1813097820,9
simd_mul_reduce,24001000,0.0132050300,9
seq_mul,25001000,0.1250452760,0
simd_mul,25001000,0.0242113800,0
seq_mul_reduce,25001000,0.1887579110,0
simd_mul_reduce,25001000,0.0135445860,0
seq_mul,25001000,0.1242708120,1
simd_mul,25001000,0.0197530020,1
seq_mul_reduce,25001000,0.1886174040,1
simd_mul_reduce,25001000,0.0135046950,1
seq_mul,25001000,0.1244030420,2
simd_mul,25001000,0.0197726870,2
seq_mul_reduce,25001000,0.1887343920,2
simd_mul_reduce,25001000,0.0135180070,2
seq_mul,25001000,0.1242270790,3
simd_mul,25001000,0.0197936430,3
seq_mul_reduce,25001000,0.1887900820,3
simd_mul_reduce,25001000,0.0134699630,3
seq_mul,25001000,0.1241654150,4
simd_mul,25001000,0.0194177980,4
seq_mul_reduce,25001000,0.1888219310,4
simd_mul_reduce,25001000,0.0134787090,4
seq_mul,25001000,0.1241498540,5
simd_mul,25001000,0.0194415590,5
seq_mul_reduce,25001000,0.1892258170,5
simd_mul_reduce,25001000,0.0136777800,5
seq_mul,25001000,0.1242704100,6
simd_mul,25001000,0.0196195570,6
seq_mul_reduce,25001000,0.1886176150,6
simd_mul_reduce,25001000,0.0134626480,6
seq_mul,25001000,0.1241185310,7
simd_mul,25001000,0.0194099120,7
seq_mul_reduce,25001000,0.1887979420,7
simd_mul_reduce,25001000,0.0135026100,7
seq_mul,25001000,0.1241214430,8
simd_mul,25001000,0.0194099390,8
seq_mul_reduce,25001000,0.1888895070,8
simd_mul_reduce,25001000,0.0135120350,8
seq_mul,25001000,0.1244604230,9
simd_mul,25001000,0.0193845700,9
seq_mul_reduce,25001000,0.1885779330,9
simd_mul_reduce,25001000,0.0134861730,9
seq_mul,26001000,0.1297175840,0
simd_mul,26001000,0.0201341230,0
seq_mul_reduce,26001000,0.1963140400,0
simd_mul_reduce,26001000,0.0140183320,0
seq_mul,26001000,0.1293935600,1
simd_mul,26001000,0.0201544000,1
seq_mul_reduce,26001000,0.1966879530,1
simd_mul_reduce,26001000,0.0140058420,1
seq_mul,26001000,0.1296138990,2
simd_mul,26001000,0.0201598490,2
seq_mul_reduce,26001000,0.1961051620,2
simd_mul_reduce,26001000,0.0140070400,2
seq_mul,26001000,0.1294805940,3
simd_mul,26001000,0.0201630460,3
seq_mul_reduce,26001000,0.1963091910,3
simd_mul_reduce,26001000,0.0140082310,3
seq_mul,26001000,0.1295240110,4
simd_mul,26001000,0.0201572370,4
seq_mul_reduce,26001000,0.1964580520,4
simd_mul_reduce,26001000,0.0140349660,4
seq_mul,26001000,0.1293764830,5
simd_mul,26001000,0.0201267090,5
seq_mul_reduce,26001000,0.1961510360,5
simd_mul_reduce,26001000,0.0140084420,5
seq_mul,26001000,0.1295738720,6
simd_mul,26001000,0.0201509950,6
seq_mul_reduce,26001000,0.1961058300,6
simd_mul_reduce,26001000,0.0140130610,6
seq_mul,26001000,0.1299774750,7
simd_mul,26001000,0.0255698260,7
seq_mul_reduce,26001000,0.1963105630,7
simd_mul_reduce,26001000,0.0140759180,7
seq_mul,26001000,0.1293796140,8
simd_mul,26001000,0.0220933040,8
seq_mul_reduce,26001000,0.1961657100,8
simd_mul_reduce,26001000,0.0142359480,8
seq_mul,26001000,0.1293654820,9
simd_mul,26001000,0.0203864520,9
seq_mul_reduce,26001000,0.1961157870,9
simd_mul_reduce,26001000,0.0140045750,9
seq_mul,27001000,0.1343307760,0
simd_mul,27001000,0.0208041900,0
seq_mul_reduce,27001000,0.2037284440,0
simd_mul_reduce,27001000,0.0143454100,0
seq_mul,27001000,0.1340673740,1
simd_mul,27001000,0.0208596870,1
seq_mul_reduce,27001000,0.2039680440,1
simd_mul_reduce,27001000,0.0143176990,1
seq_mul,27001000,0.1340368770,2
simd_mul,27001000,0.0208087310,2
seq_mul_reduce,27001000,0.2042626140,2
simd_mul_reduce,27001000,0.0144259740,2
seq_mul,27001000,0.1342104040,3
simd_mul,27001000,0.0232149170,3
seq_mul_reduce,27001000,0.2036813790,3
simd_mul_reduce,27001000,0.0143816760,3
seq_mul,27001000,0.1342194060,4
simd_mul,27001000,0.0213372970,4
seq_mul_reduce,27001000,0.2036635580,4
simd_mul_reduce,27001000,0.0143505800,4
seq_mul,27001000,0.1339922870,5
simd_mul,27001000,0.0214433820,5
seq_mul_reduce,27001000,0.2040168150,5
simd_mul_reduce,27001000,0.0143145650,5
seq_mul,27001000,0.1340274990,6
simd_mul,27001000,0.0207904830,6
seq_mul_reduce,27001000,0.2036906360,6
simd_mul_reduce,27001000,0.0143407790,6
seq_mul,27001000,0.1341731490,7
simd_mul,27001000,0.0208752960,7
seq_mul_reduce,27001000,0.2037333820,7
simd_mul_reduce,27001000,0.0143238750,7
seq_mul,27001000,0.1347842760,8
simd_mul,27001000,0.0266231860,8
seq_mul_reduce,27001000,0.2037931520,8
simd_mul_reduce,27001000,0.0143556620,8
seq_mul,27001000,0.1340540270,9
simd_mul,27001000,0.0215864440,9
seq_mul_reduce,27001000,0.2038868210,9
simd_mul_reduce,27001000,0.0143330460,9
seq_mul,28001000,0.1389801370,0
simd_mul,28001000,0.0221072450,0
seq_mul_reduce,28001000,0.2112528980,0
simd_mul_reduce,28001000,0.0150500090,0
seq_mul,28001000,0.1389403460,1
simd_mul,28001000,0.0215318170,1
seq_mul_reduce,28001000,0.2112339120,1
simd_mul_reduce,28001000,0.0148720820,1
seq_mul,28001000,0.1390932010,2
simd_mul,28001000,0.0216566920,2
seq_mul_reduce,28001000,0.2112009630,2
simd_mul_reduce,28001000,0.0148490400,2
seq_mul,28001000,0.1388067960,3
simd_mul,28001000,0.0216201380,3
seq_mul_reduce,28001000,0.2119845270,3
simd_mul_reduce,28001000,0.0149088910,3
seq_mul,28001000,0.1388292250,4
simd_mul,28001000,0.0220975650,4
seq_mul_reduce,28001000,0.2114128430,4
simd_mul_reduce,28001000,0.0148582860,4
seq_mul,28001000,0.1387986580,5
simd_mul,28001000,0.0220959490,5
seq_mul_reduce,28001000,0.2112098600,5
simd_mul_reduce,28001000,0.0148714840,5
seq_mul,28001000,0.1391295250,6
simd_mul,28001000,0.0217053550,6
seq_mul_reduce,28001000,0.2112289800,6
simd_mul_reduce,28001000,0.0148531310,6
seq_mul,28001000,0.1388555220,7
simd_mul,28001000,0.0216079160,7
seq_mul_reduce,28001000,0.2114437300,7
simd_mul_reduce,28001000,0.0148492020,7
seq_mul,28001000,0.1387752540,8
simd_mul,28001000,0.0215131100,8
seq_mul_reduce,28001000,0.2119227970,8
simd_mul_reduce,28001000,0.0150391610,8
seq_mul,28001000,0.1389883230,9
simd_mul,28001000,0.0239706230,9
seq_mul_reduce,28001000,0.2112182680,9
simd_mul_reduce,28001000,0.0149376010,9
seq_mul,29001000,0.1438897530,0
simd_mul,29001000,0.0230472320,0
seq_mul_reduce,29001000,0.2191063010,0
simd_mul_reduce,29001000,0.0154204780,0
seq_mul,29001000,0.1438335690,1
simd_mul,29001000,0.0229449020,1
seq_mul_reduce,29001000,0.2189170670,1
simd_mul_reduce,29001000,0.0153745800,1
seq_mul,29001000,0.1436384340,2
simd_mul,29001000,0.0227418970,2
seq_mul_reduce,29001000,0.2189924670,2
simd_mul_reduce,29001000,0.0153525290,2
seq_mul,29001000,0.1438135500,3
simd_mul,29001000,0.0223068760,3
seq_mul_reduce,29001000,0.2194931440,3
simd_mul_reduce,29001000,0.0154955550,3
seq_mul,29001000,0.1439926070,4
simd_mul,29001000,0.0292893790,4
seq_mul_reduce,29001000,0.2187683050,4
simd_mul_reduce,29001000,0.0155708490,4
seq_mul,29001000,0.1436496260,5
simd_mul,29001000,0.0228933460,5
seq_mul_reduce,29001000,0.2187933540,5
simd_mul_reduce,29001000,0.0153931420,5
seq_mul,29001000,0.1438802250,6
simd_mul,29001000,0.0223191040,6
seq_mul_reduce,29001000,0.2188867110,6
simd_mul_reduce,29001000,0.0153531890,6
seq_mul,29001000,0.1436391200,7
simd_mul,29001000,0.0223399190,7
seq_mul_reduce,29001000,0.2190651770,7
simd_mul_reduce,29001000,0.0153768410,7
seq_mul,29001000,0.1436555160,8
simd_mul,29001000,0.0223358520,8
seq_mul_reduce,29001000,0.2194175450,8
simd_mul_reduce,29001000,0.0154817870,8
seq_mul,29001000,0.1437625520,9
simd_mul,29001000,0.0228393640,9
seq_mul_reduce,29001000,0.2189715010,9
simd_mul_reduce,29001000,0.0153533140,9
seq_mul,30001000,0.1488908650,0
simd_mul,30001000,0.0232246880,0
seq_mul_reduce,30001000,0.2264121190,0
simd_mul_reduce,30001000,0.0159240360,0
seq_mul,30001000,0.1490871710,1
simd_mul,30001000,0.0232225770,1
seq_mul_reduce,30001000,0.2264990220,1
simd_mul_reduce,30001000,0.0159243950,1
seq_mul,30001000,0.1488320020,2
simd_mul,30001000,0.0233060570,2
seq_mul_reduce,30001000,0.2263264310,2
simd_mul_reduce,30001000,0.0158889820,2
seq_mul,30001000,0.1488525740,3
simd_mul,30001000,0.0232032620,3
seq_mul_reduce,30001000,0.2269559020,3
simd_mul_reduce,30001000,0.0160384040,3
seq_mul,30001000,0.1489886660,4
simd_mul,30001000,0.0254016130,4
seq_mul_reduce,30001000,0.2265382700,4
simd_mul_reduce,30001000,0.0159721040,4
seq_mul,30001000,0.1488497970,5
simd_mul,30001000,0.0237642380,5
seq_mul_reduce,30001000,0.2263173790,5
simd_mul_reduce,30001000,0.0161184750,5
seq_mul,30001000,0.1488087060,6
simd_mul,30001000,0.0237653240,6
seq_mul_reduce,30001000,0.2264504550,6
simd_mul_reduce,30001000,0.0159503750,6
seq_mul,30001000,0.1491423970,7
simd_mul,30001000,0.0232359210,7
seq_mul_reduce,30001000,0.2263155680,7
simd_mul_reduce,30001000,0.0159371990,7
seq_mul,30001000,0.1488515900,8
simd_mul,30001000,0.0233428390,8
seq_mul_reduce,30001000,0.2268339310,8
simd_mul_reduce,30001000,0.0160148090,8
seq_mul,30001000,0.1490935070,9
simd_mul,30001000,0.0293433610,9
seq_mul_reduce,30001000,0.2264955140,9
simd_mul_reduce,30001000,0.0158902440,9
seq_mul,31001000,0.1536487070,0
simd_mul,31001000,0.0248134670,0
seq_mul_reduce,31001000,0.2339290130,0
simd_mul_reduce,31001000,0.0164420610,0
seq_mul,31001000,0.1536431390,1
simd_mul,31001000,0.0249375160,1
seq_mul_reduce,31001000,0.2340935260,1
simd_mul_reduce,31001000,0.0165149820,1
seq_mul,31001000,0.1536309100,2
simd_mul,31001000,0.0239791710,2
seq_mul_reduce,31001000,0.2337674160,2
simd_mul_reduce,31001000,0.0164711760,2
seq_mul,31001000,0.1538032690,3
simd_mul,31001000,0.0240900650,3
seq_mul_reduce,31001000,0.2338743440,3
simd_mul_reduce,31001000,0.0165897910,3
seq_mul,31001000,0.1537936210,4
simd_mul,31001000,0.0301005210,4
seq_mul_reduce,31001000,0.2336805420,4
simd_mul_reduce,31001000,0.0165859520,4
seq_mul,31001000,0.1535875480,5
simd_mul,31001000,0.0272858860,5
seq_mul_reduce,31001000,0.2337162380,5
simd_mul_reduce,31001000,0.0165705280,5
seq_mul,31001000,0.1537694920,6
simd_mul,31001000,0.0262911970,6
seq_mul_reduce,31001000,0.2339613010,6
simd_mul_reduce,31001000,0.0165003440,6
seq_mul,31001000,0.1535799580,7
simd_mul,31001000,0.0240548210,7
seq_mul_reduce,31001000,0.2338836990,7
simd_mul_reduce,31001000,0.0164775750,7
seq_mul,31001000,0.1538004590,8
simd_mul,31001000,0.0303242910,8
seq_mul_reduce,31001000,0.2340858660,8
simd_mul_reduce,31001000,0.0165811630,8
seq_mul,31001000,0.1537355640,9
simd_mul,31001000,0.0275056570,9
seq_mul_reduce,31001000,0.2337453930,9
simd_mul_reduce,31001000,0.0165022380,9
